bigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
winner of,1.587,2.097,1.099,1.408,-1.519,1.161,0.0,1.433
yeah i,1.42,1.423,1.404,1.573,2.207,-1.156,3.078,1.433
like a,15.52,1.371,1.434,1.583,1.615,1.385,1.971,1.432
are all,4.959,1.366,1.758,-1.48,-1.582,-1.615,1.763,1.432
ask for,3.651,1.432,1.001,2.601,4.864,1.177,2.394,1.432
teacher in,1.477,1.448,1.799,-2.642,0.0,-1.203,0.0,1.432
shows and,1.449,-1.016,1.776,-1.297,2.163,1.696,0.0,1.432
a joke,1.84,-1.032,1.624,2.125,-1.761,2.336,0.0,1.431
a damn,1.394,1.705,1.549,-2.494,-1.334,-1.135,0.0,1.431
i only,5.33,1.427,1.464,1.362,-1.276,1.844,0.0,1.43
and that's,1.339,1.864,-1.152,1.668,3.12,1.376,6.528,1.43
not of,1.06,2.018,1.175,2.108,0.0,-1.726,0.0,1.43
name is,16.701,1.565,1.079,2.274,2.064,1.655,3.925,1.429
somewhere between,1.256,1.514,1.455,1.334,1.663,-1.023,0.0,1.429
this is,37.408,1.363,1.398,1.627,1.396,1.609,2.687,1.428
here trying,0.698,1.192,1.903,1.6,0.0,0.0,0.0,1.428
better world,1.624,1.829,1.176,1.376,2.573,-2.645,2.692,1.425
virginia tech,1.512,1.572,1.757,-2.705,0.0,-2.463,0.0,1.425
soccer and,1.12,2.653,1.037,0.0,0.0,-1.824,0.0,1.425
at my,3.925,1.696,1.227,1.708,1.597,1.095,1.114,1.423
and food,2.944,1.574,1.382,1.328,1.419,-1.597,4.454,1.423
and there,1.57,1.817,1.217,0.0,1.331,1.956,5.568,1.423
my game,0.869,2.188,1.051,-1.555,1.203,1.413,0.0,1.423
public policy,2.917,1.752,1.537,-1.74,1.432,0.0,0.0,1.422
a thing,2.16,1.541,1.192,2.586,1.451,1.422,0.0,1.422
27 years,1.403,1.271,1.302,1.195,3.723,-2.285,12.461,1.422
person that,1.122,2.225,-1.69,1.991,2.793,-1.827,11.686,1.422
i'm your,1.038,1.488,1.119,1.615,4.025,1.183,4.211,1.422
to no,1.038,1.946,1.279,1.076,1.007,-1.691,0.0,1.422
i laugh,0.814,1.606,1.428,-1.456,0.0,2.264,0.0,1.421
me at,6.351,1.591,1.268,1.935,1.316,-1.149,3.441,1.42
i'll be,1.967,1.571,1.52,1.136,-1.882,-1.067,0.0,1.42
advocate and,1.826,1.367,1.637,-3.267,-1.747,1.682,2.394,1.42
21 year,0.983,2.055,1.013,-1.758,3.188,1.249,0.0,1.42
twitter i,1.49,1.675,1.338,1.499,-1.426,1.237,0.0,1.419
master of,6.474,1.891,1.218,1.38,-1.24,-1.171,1.35,1.418
reading and,1.969,-1.104,1.982,-1.763,-1.884,-1.068,4.439,1.418
but i’m,4.195,1.332,1.326,-1.502,2.988,2.489,1.042,1.417
twitter and,1.692,1.756,1.178,2.311,1.235,-1.378,0.0,1.415
bass player,1.326,3.226,-2.282,1.685,0.0,0.0,0.0,1.414
player in,1.242,2.966,-1.663,-1.112,1.682,0.0,0.0,1.414
not necessarily,4.777,2.139,1.251,-4.277,-2.287,-3.89,4.575,1.412
retweets endorsements,1.271,1.683,1.633,-2.274,-1.216,0.0,0.0,1.412
not sure,1.725,2.205,-1.386,1.295,2.422,1.78,2.534,1.411
i hate,7.387,1.48,1.45,-1.202,1.131,1.33,2.958,1.41
stand with,3.115,1.755,1.146,1.972,-1.491,1.577,0.0,1.409
spread love,2.208,1.077,1.542,1.265,2.365,1.947,0.0,1.409
time on,1.671,1.636,1.441,-2.989,1.25,1.47,0.0,1.409
and data,1.614,2.724,-1.389,1.038,0.0,-2.629,5.416,1.409
working at,1.416,2.098,1.407,-2.533,0.0,0.0,0.0,1.409
justice and,3.089,1.423,1.559,1.446,0.0,-1.006,1.415,1.408
return to,0.964,1.726,1.291,1.159,1.084,1.274,0.0,1.408
educator and,2.268,1.101,1.757,1.724,1.382,-3.694,0.0,1.407
social studies,1.985,1.736,1.464,-1.777,-1.9,-1.077,0.0,1.407
singer and,1.163,1.328,1.642,-2.081,1.796,1.056,0.0,1.407
don’t know,5.617,1.396,1.448,-1.006,1.116,1.531,3.113,1.406
i didn’t,1.249,-1.167,1.795,0.0,2.509,1.967,3.5,1.406
beer drinker,1.078,1.874,1.463,-1.928,0.0,-1.756,0.0,1.406
https //tinyurl,1.021,1.513,1.382,1.642,0.0,1.203,4.281,1.406
and human,2.215,1.341,1.424,2.017,-2.12,1.664,0.0,1.405
i tell,1.647,1.876,1.21,1.018,1.268,1.119,0.0,1.405
equality for,1.506,1.499,1.764,-2.694,-1.441,0.0,0.0,1.404
state representative,0.994,1.674,1.755,0.0,0.0,0.0,0.0,1.404
like the,7.145,1.447,1.418,1.485,1.023,1.117,1.835,1.402
a bitch,2.533,-1.254,1.901,1.985,-2.424,-1.031,0.0,1.402
play the,1.679,2.265,1.039,-1.002,-1.607,-1.367,0.0,1.402
and political,2.25,2.271,-1.178,-1.007,2.321,0.0,7.77,1.401
18 years,1.822,2.544,-1.372,-1.087,2.293,-1.484,0.0,1.401
and some,3.763,2.116,1.059,-2.245,1.666,-1.532,4.646,1.4
save the,3.42,1.286,1.554,1.306,-1.091,1.437,0.0,1.4
may not,3.249,1.646,1.15,1.891,1.608,-1.058,4.036,1.4
be good,2.623,1.948,1.171,1.065,1.195,-1.068,0.0,1.4
of social,2.081,1.257,1.835,-3.723,1.004,-1.695,0.0,1.4
- all,1.739,1.572,1.337,1.606,-1.664,1.413,0.0,1.4
did you,1.425,1.168,1.573,1.176,1.466,1.293,3.067,1.4
read and,1.455,-1.113,2.111,-2.603,0.0,-1.185,0.0,1.399
you should,3.767,1.641,1.345,-2.248,1.387,1.304,3.481,1.398
and drink,1.027,1.389,1.617,1.088,0.0,0.0,8.511,1.398
liberal and,0.942,1.261,1.939,-1.685,0.0,0.0,0.0,1.398
21 and,0.713,1.501,-1.074,3.133,1.466,2.585,0.0,1.398
of my,40.366,1.516,1.419,-1.004,1.216,1.172,1.191,1.396
about that,1.115,1.705,1.042,1.503,1.874,1.653,3.92,1.396
also a,9.466,1.946,1.105,-1.059,1.545,-1.027,2.309,1.395
as my,1.745,1.703,1.38,-1.562,-1.67,1.056,2.505,1.395
happy to,3.435,1.626,1.233,1.463,2.129,-1.119,1.272,1.394
made this,1.403,1.609,1.065,2.388,2.234,1.314,0.0,1.393
play on,0.659,1.803,1.259,0.0,1.586,1.863,0.0,1.393
of that,2.006,1.955,1.118,1.114,-1.92,-1.088,4.357,1.392
the night,1.892,1.005,1.711,-1.129,0.0,2.597,0.0,1.392
good girl,0.86,-7.227,1.737,1.949,1.215,4.285,5.083,1.392
for inquiries,2.037,1.225,1.019,2.193,3.077,3.317,0.0,1.391
former journalist,0.918,-1.288,1.99,-1.642,1.138,1.338,0.0,1.391
nyc based,0.689,2.07,-1.384,4.054,0.0,-1.122,0.0,1.39
hoping to,2.355,2.22,-1.013,-2.108,2.218,-1.918,1.856,1.389
of both,1.207,1.379,1.582,1.389,0.0,1.017,0.0,1.389
should have,1.005,1.774,1.487,-1.798,1.04,0.0,0.0,1.389
mom to,13.968,-39.126,2.74,-6.252,0.0,-1.516,-1.065,1.388
mom dog,1.236,0.0,2.687,0.0,0.0,1.491,0.0,1.388
ever meet,1.927,1.418,1.465,-1.725,2.71,-1.046,0.0,1.387
and tell,0.834,1.424,1.493,1.339,1.253,-1.358,0.0,1.387
is where,3.8,1.407,1.355,1.47,1.374,1.616,0.0,1.386
and advocate,1.756,1.354,1.702,-3.141,1.19,-1.43,0.0,1.386
til i,1.036,1.262,1.764,-1.853,1.009,-1.687,0.0,1.386
i care,2.362,1.258,1.441,1.655,1.769,1.04,1.851,1.385
metal head,1.152,2.063,1.009,1.455,1.813,0.0,3.794,1.385
all times,0.951,1.499,-1.432,2.937,2.197,3.229,4.596,1.385
use twitter,2.45,1.213,1.22,2.052,2.558,2.256,0.0,1.384
my real,1.585,-1.026,1.624,-1.419,3.955,1.163,0.0,1.384
being an,0.865,1.649,1.247,-1.547,0.0,2.84,0.0,1.384
my twitter,4.963,1.533,1.372,1.463,-2.376,1.361,0.0,1.383
i didn't,1.328,1.969,1.251,-2.376,1.573,-2.163,0.0,1.382
of none,1.85,2.12,-1.013,1.811,-1.77,-1.507,0.0,1.38
real life,4.803,1.336,1.521,1.512,-4.596,1.279,0.0,1.379
could be,2.402,1.633,1.452,-1.433,0.0,1.023,1.82,1.379
with that,1.649,1.297,1.158,1.016,1.267,4.097,0.0,1.379
20 yrs,1.389,1.027,1.435,2.413,-1.329,1.327,6.293,1.379
kill me,0.81,1.614,-1.084,2.758,1.29,2.275,0.0,1.379
twitter is,4.834,1.598,1.202,1.733,-1.157,1.525,-1.106,1.378
of 2021,1.1,1.836,1.132,1.015,3.798,0.0,0.0,1.378
18 19,0.637,1.68,1.303,0.0,1.641,1.928,0.0,1.378
award winner,2.665,1.472,1.526,-2.386,-2.55,1.613,0.0,1.377
i speak,3.016,1.379,1.596,1.111,-2.886,-2.456,2.898,1.376
i'm also,2.929,1.664,1.077,2.098,1.07,1.258,2.984,1.376
trades master,1.363,2.18,-1.095,1.639,-1.304,-1.11,0.0,1.376
my spirit,1.218,1.658,1.5,-2.179,0.0,1.008,0.0,1.376
to not,1.829,1.82,-1.001,1.221,1.714,1.343,4.779,1.375
equality and,0.929,1.152,1.967,-1.662,0.0,0.0,0.0,1.375
here and,3.049,1.793,1.144,-1.819,1.713,1.209,4.3,1.374
see my,2.614,1.682,1.239,-1.17,1.598,1.41,0.0,1.374
films and,0.784,1.213,1.482,1.425,3.997,0.0,0.0,1.374
here i,3.835,1.426,1.342,1.893,-3.67,1.441,1.14,1.373
at work,1.337,1.778,1.304,0.0,2.344,-2.178,3.269,1.372
host of,20.189,2.36,-1.126,-1.205,1.035,-1.264,-4.619,1.371
don't know,5.705,1.625,1.135,1.469,1.831,1.399,1.532,1.371
advocate for,10.743,1.217,1.801,-2.748,-2.057,-1.749,1.627,1.37
just want,5.185,1.765,1.121,1.077,-1.241,2.014,0.0,1.37
send me,3.962,1.23,1.09,2.537,2.9,1.86,2.206,1.37
not always,2.213,1.718,1.313,1.009,-1.059,0.0,5.925,1.37
director at,4.283,1.915,1.279,-3.834,1.219,-1.395,0.0,1.369
the fuck,2.768,1.116,1.11,2.22,2.264,3.106,1.579,1.369
person i,2.156,1.323,1.463,-1.286,1.454,1.424,2.027,1.369
of myself,1.778,1.872,1.121,1.885,-1.701,-1.448,0.0,1.369
known as,5.394,1.432,1.077,1.76,2.13,2.277,1.621,1.368
of fine,1.488,1.997,1.06,1.126,-1.424,1.239,0.0,1.368
like an,1.225,1.456,1.559,0.0,-1.172,1.002,3.568,1.368
might as,0.904,1.052,1.653,1.236,1.156,1.358,0.0,1.368
in many,0.904,2.366,-1.089,-1.617,0.0,1.358,0.0,1.368
lost in,2.801,1.4,1.393,-1.671,1.865,1.754,0.0,1.367
porn and,1.021,2.095,-1.367,2.736,2.046,-1.663,0.0,1.367
and producer,1.636,2.034,-1.159,2.39,-1.566,-1.332,2.672,1.366
spare time,1.578,1.883,-1.001,2.124,-1.51,-1.285,2.77,1.366
to yourself,1.666,1.07,1.495,1.006,1.254,2.212,2.624,1.365
is my,57.694,1.265,1.426,1.317,1.376,1.48,1.288,1.364
about everything,1.638,1.741,1.318,-1.466,1.275,-1.334,0.0,1.364
apex legends,1.756,2.03,-1.511,1.272,2.974,2.099,2.489,1.363
i once,1.291,1.933,1.157,-1.156,1.618,0.0,3.386,1.36
in high,1.115,2.132,-1.033,0.0,2.811,1.101,0.0,1.36
specialist for,0.939,-1.581,2.211,-1.68,0.0,-1.529,0.0,1.36
be taken,0.88,2.16,1.038,-1.574,1.188,-1.433,0.0,1.36
to read,5.137,-1.394,2.004,1.087,-4.916,-1.046,-1.175,1.359
work at,2.788,2.046,1.072,1.002,0.0,1.322,0.0,1.359
and like,2.143,1.719,-1.29,2.606,-2.051,3.153,0.0,1.359
other than,1.174,1.721,1.06,-2.1,1.779,2.093,3.723,1.359
the boys,1.027,1.157,1.698,1.632,1.018,0.0,0.0,1.359
humor and,1.293,1.011,1.862,-2.313,-1.237,-1.053,0.0,1.358
who works,0.793,1.798,1.256,-1.419,1.318,-1.292,0.0,1.358
i have,48.382,1.427,1.292,1.408,1.425,1.32,1.807,1.357
for myself,2.088,1.423,1.352,1.07,1.501,-1.133,4.186,1.357
i wanna,3.532,1.38,1.316,1.423,1.183,1.565,1.238,1.356
resist blm,1.912,-1.149,2.084,0.0,0.0,-1.037,0.0,1.356
me http,1.442,1.236,1.094,2.712,2.897,1.278,3.031,1.356
a graphic,0.648,1.651,1.025,1.724,3.224,-1.055,0.0,1.355
be a,29.515,1.466,1.319,1.211,1.062,1.373,1.333,1.354
podcast host,4.189,1.73,1.249,-1.071,-1.337,-1.137,2.087,1.353
r d,1.504,2.213,-1.208,1.857,0.0,1.225,0.0,1.353
on politics,0.59,1.208,1.688,-1.055,0.0,1.041,0.0,1.353
alter ego,0.915,1.819,1.179,-1.637,1.142,1.342,0.0,1.352
i'm just,15.178,1.652,1.05,1.545,1.652,1.295,3.743,1.351
using my,0.797,1.789,1.354,1.402,0.0,0.0,0.0,1.351
all my,11.288,1.463,1.28,1.336,1.203,1.36,1.549,1.35
if i,12.458,1.212,1.333,1.569,1.677,1.725,1.403,1.348
and not,8.792,1.919,1.095,1.016,-1.403,-1.023,1.491,1.348
lover proud,0.681,1.222,1.828,-1.218,0.0,0.0,0.0,1.348
on here,9.005,1.729,1.125,1.054,1.276,1.364,1.456,1.347
own retweets,1.392,1.622,1.432,-2.49,-1.332,-2.267,3.14,1.347
my day,1.036,1.262,1.683,-1.853,1.009,-1.687,0.0,1.347
cool and,1.275,1.398,1.042,-1.141,2.458,3.372,0.0,1.346
b a,4.004,1.514,1.224,1.813,1.304,1.074,0.0,1.345
had a,3.115,1.221,1.466,1.434,-1.491,1.577,0.0,1.345
food music,0.801,1.483,1.554,0.0,0.0,1.533,0.0,1.345
no reason,0.771,2.158,-1.032,1.449,0.0,-1.256,0.0,1.345
but my,3.146,1.247,1.451,-1.126,1.328,1.366,2.778,1.344
my thoughts,6.151,1.314,1.417,-1.377,1.868,1.498,0.0,1.343
pro wrestling,5.376,2.653,-1.75,-1.375,1.555,-1.094,-1.23,1.343
age of,1.456,1.551,1.312,-1.303,1.435,-1.186,3.002,1.343
and fan,1.725,1.516,1.252,1.619,0.0,1.424,2.534,1.341
i'm very,1.012,1.878,-1.108,2.208,3.097,0.0,0.0,1.341
journalist and,1.221,1.557,1.428,-1.093,1.711,0.0,0.0,1.34
represent the,1.253,2.276,-1.161,-1.122,-1.199,-2.041,3.488,1.338
before it,1.163,1.533,1.5,-2.081,1.796,0.0,0.0,1.338
to die,2.985,1.354,1.279,2.245,-2.856,1.029,2.928,1.337
all this,1.194,1.791,1.112,-1.069,1.75,-1.945,3.661,1.337
below average,0.597,1.99,1.251,0.0,1.75,0.0,0.0,1.337
know what,8.034,1.272,1.312,1.39,1.3,1.682,2.176,1.336
not an,4.748,1.702,1.049,1.765,-1.515,1.294,2.762,1.336
have an,3.644,1.533,1.139,1.533,1.147,1.517,2.399,1.336
a random,1.403,2.033,-1.056,1.592,1.489,-2.285,0.0,1.336
than you,4.458,1.466,1.378,1.503,-1.067,-2.419,-1.02,1.334
belongs to,1.824,1.173,1.366,1.837,1.145,1.347,2.396,1.334
streaming on,1.526,2.336,-1.532,1.098,1.369,1.61,0.0,1.334
in public,2.244,1.324,1.48,-1.339,1.397,-1.218,1.948,1.333
of media,0.928,1.537,1.252,1.806,0.0,0.0,9.419,1.333
especially the,0.898,1.72,1.017,1.866,0.0,2.052,0.0,1.333
i fight,0.808,2.059,1.13,-1.445,0.0,0.0,5.41,1.333
me here,1.677,1.488,1.287,1.332,-1.605,1.099,2.606,1.332
pictures and,1.229,1.451,1.081,2.273,2.55,-1.001,0.0,1.331
friends with,1.109,1.393,1.272,1.511,1.884,1.107,0.0,1.331
most of,7.018,1.897,-1.006,-1.047,1.34,-1.039,3.737,1.33
looking at,2.25,1.954,1.107,-2.014,1.857,-1.832,0.0,1.33
executive director,4.952,1.584,1.576,-8.859,-4.739,-4.033,-1.133,1.329
forget to,1.892,1.633,1.01,1.181,1.656,2.272,0.0,1.329
to people,2.314,2.003,1.076,-1.381,-1.108,-1.256,0.0,1.328
meet me,0.751,1.108,1.437,-1.343,2.782,1.635,0.0,1.328
waiting for,4.358,1.2,1.657,-1.115,-1.043,-2.365,0.0,1.327
manager of,2.588,1.699,1.091,1.079,2.422,-2.107,3.378,1.326
me your,2.558,1.254,1.201,2.402,1.633,1.201,1.709,1.326
doing the,1.985,1.377,1.422,1.125,-1.9,-1.077,2.202,1.326
cook and,1.354,1.492,1.349,1.238,1.543,-2.205,0.0,1.326
you ask,1.023,1.743,-1.369,3.276,0.0,1.802,4.273,1.326
fighting the,1.023,1.627,1.298,1.092,0.0,-1.666,4.273,1.326
resident of,1.295,1.377,1.411,1.294,0.0,1.423,0.0,1.325
remember to,0.994,1.195,1.253,2.81,0.0,1.854,0.0,1.325
to put,3.886,1.682,-1.018,1.006,2.957,1.264,2.249,1.324
for social,1.598,1.041,1.611,1.748,-1.529,-1.301,0.0,1.324
software development,1.054,3.045,-2.54,-1.886,-1.009,-1.717,0.0,1.324
director producer,0.904,1.314,1.469,-1.617,2.311,-1.472,0.0,1.324
a girl,7.328,-5.607,2.153,1.296,-1.754,1.592,1.193,1.323
to look,2.292,1.659,1.014,-2.052,1.823,2.144,3.814,1.323
of animals,1.84,-1.935,2.03,-1.647,1.135,1.335,0.0,1.323
your neighborhood,0.573,-2.408,1.738,2.925,1.824,1.072,0.0,1.323
advocate of,1.479,2.009,1.066,-1.324,1.412,-2.409,0.0,1.322
while i,1.418,1.844,1.112,-1.269,1.473,-1.155,0.0,1.322
but don't,1.177,1.918,-1.091,-1.054,-1.126,-1.917,11.14,1.322
what to,3.745,1.682,-1.002,-1.341,1.952,1.804,3.501,1.321
in front,1.631,1.53,1.222,2.055,-1.561,-1.328,0.0,1.321
support my,1.359,1.486,1.344,-1.217,1.537,-1.107,0.0,1.321
know a,1.299,1.738,1.086,1.72,0.0,1.419,0.0,1.321
i drink,1.813,1.245,1.466,-1.623,1.729,1.355,0.0,1.32
front of,1.693,1.614,1.226,1.65,-1.62,-1.379,0.0,1.32
and try,1.119,2.231,-1.348,-2.002,2.801,-1.822,3.906,1.319
there’s no,1.119,1.168,1.335,2.496,-1.071,1.097,0.0,1.319
my name,17.169,1.461,1.03,1.919,1.46,1.646,3.564,1.318
champion of,1.605,1.481,1.397,1.392,0.0,-1.307,0.0,1.318
i’m also,1.545,1.307,1.129,1.085,2.028,1.59,8.487,1.317
studies teacher,1.212,1.667,1.439,-2.168,-1.16,0.0,0.0,1.317
my spare,1.212,1.568,1.164,2.304,0.0,-1.974,3.606,1.317
thought i,0.849,-1.02,1.662,1.316,0.0,1.446,0.0,1.316
game i,0.637,1.306,1.042,2.631,4.92,0.0,0.0,1.316
like i,2.731,1.523,1.246,1.432,-1.307,1.124,0.0,1.315
builder of,0.88,2.431,-1.06,0.0,1.188,0.0,0.0,1.315
a love,2.733,1.348,1.185,1.839,1.911,1.124,1.599,1.314
like your,1.063,1.341,1.327,1.577,2.948,0.0,0.0,1.313
a very,5.839,1.404,1.223,1.626,1.073,1.262,1.497,1.312
random thoughts,2.615,1.409,1.46,-2.341,1.198,-1.064,0.0,1.312
now i’m,1.46,1.221,1.308,-1.307,2.147,1.683,2.994,1.312
after a,1.186,1.303,1.33,-1.062,1.761,1.035,3.685,1.312
wine enthusiast,0.821,1.303,1.82,0.0,0.0,0.0,0.0,1.312
of everything,3.137,1.402,1.217,1.78,-1.001,1.175,1.393,1.31
to ask,1.523,1.326,1.145,2.2,2.743,-1.24,0.0,1.31
jack of,3.506,1.932,-1.407,2.708,1.49,1.051,0.0,1.309
project manager,2.896,1.518,1.548,-5.181,-2.771,-2.358,0.0,1.309
teacher -,0.792,1.051,1.572,1.41,2.638,0.0,0.0,1.309
my little,1.647,1.226,1.412,1.018,1.903,1.119,0.0,1.308
all forms,0.915,1.039,1.361,1.832,2.283,1.342,0.0,1.308
for kids,1.526,-2.14,2.013,1.83,1.369,0.0,0.0,1.307
the earth,2.933,1.175,1.585,-1.75,1.424,-1.194,0.0,1.306
just the,2.505,1.471,1.16,1.784,-2.397,-1.02,5.234,1.306
and justice,2.261,1.367,1.469,-1.349,1.386,-1.841,0.0,1.306
for good,2.904,1.883,1.287,0.0,0.0,-1.576,1.505,1.305
who knows,1.987,1.375,-1.196,2.53,2.629,1.546,6.599,1.305
in an,4.068,1.607,1.02,1.51,1.797,-1.104,4.298,1.304
twitch and,1.989,1.852,-1.331,1.966,1.576,1.544,2.198,1.304
of staff,0.979,1.335,1.526,-1.751,0.0,1.254,0.0,1.304
2 and,1.379,1.379,1.144,-2.467,1.515,2.672,3.17,1.302
29 years,0.95,1.626,-1.041,-1.699,1.1,1.293,13.802,1.302
my diary,0.858,-7.21,1.741,1.302,2.435,3.579,0.0,1.302
podcast and,1.35,2.465,-1.162,-2.415,-1.292,0.0,0.0,1.301
raised by,0.797,1.193,1.666,0.0,0.0,1.541,0.0,1.301
two time,0.399,2.682,-1.202,0.0,0.0,0.0,0.0,1.301
music i,2.18,1.908,-1.459,1.537,2.396,1.972,0.0,1.3
you're not,1.842,1.807,1.127,-1.099,-1.763,-1.5,2.373,1.3
me a,8.045,1.492,1.135,1.666,1.039,1.374,-1.841,1.299
boy who,1.045,2.957,-4.197,-1.869,3.998,0.0,0.0,1.299
let's make,1.014,1.758,1.228,1.102,1.031,0.0,0.0,1.299
takes and,0.522,1.822,-2.096,2.14,8.004,0.0,0.0,1.299
give me,5.255,1.47,1.169,1.275,1.193,1.286,2.495,1.298
you wanna,3.688,1.579,-1.033,2.12,1.7,1.166,1.185,1.298
like to,25.436,1.392,1.237,1.142,1.15,1.449,1.546,1.296
is out,3.201,1.411,1.323,1.221,1.632,-5.213,2.731,1.296
feel like,3.144,1.21,1.399,1.244,2.326,-2.56,1.39,1.295
everyone is,1.572,1.209,1.479,-1.407,-1.504,1.563,0.0,1.295
i vote,0.74,1.124,1.795,-1.324,0.0,0.0,0.0,1.295
in nyc,5.179,1.423,1.379,-1.03,1.008,-2.108,1.688,1.294
care about,4.377,1.412,1.233,1.276,2.387,-1.425,0.0,1.294
i’m going,1.234,1.059,1.682,-2.208,0.0,1.494,0.0,1.293
in that,8.181,1.787,1.269,-2.092,-7.829,-2.664,2.137,1.292
music and,17.03,1.8,-1.015,1.049,1.472,-1.027,2.053,1.291
and making,3.152,1.998,-1.265,1.063,1.326,1.559,1.387,1.291
a twitter,2.935,1.377,1.047,2.093,1.424,1.465,2.978,1.291
music fan,1.916,2.357,-1.215,-1.715,1.09,-3.121,0.0,1.291
is being,1.174,1.316,1.273,1.428,-1.123,1.046,3.723,1.291
for other,1.051,1.357,1.106,2.126,1.988,1.168,0.0,1.291
i’m an,3.681,1.13,1.195,2.428,1.703,1.502,0.0,1.29
and this,1.609,1.255,1.393,1.042,1.298,-1.31,2.717,1.29
my soul,3.497,-1.015,1.52,1.278,-1.116,1.581,0.0,1.289
personal opinion,0.681,1.571,1.341,-1.218,1.535,0.0,0.0,1.289
ohio university,0.65,-1.821,2.171,0.0,0.0,-1.059,0.0,1.289
now i,5.111,1.651,1.153,-1.017,2.044,-2.08,0.0,1.288
a red,2.54,-1.125,1.961,-4.544,0.0,-2.068,0.0,1.288
would you,1.456,1.225,1.198,1.534,0.0,2.953,0.0,1.288
program director,1.583,1.276,1.574,0.0,-1.515,1.164,0.0,1.286
around and,1.117,1.17,1.263,1.0,4.676,-1.819,0.0,1.286
dm for,20.551,1.498,-1.1,1.957,2.541,1.345,2.339,1.285
east coast,2.204,1.186,1.469,-1.315,-2.109,1.393,1.983,1.285
policy and,1.739,1.435,1.432,-3.111,1.201,-2.832,2.514,1.285
partner of,1.304,1.914,-1.428,3.426,-1.248,0.0,3.352,1.285
there's a,1.523,1.639,-1.019,2.934,-1.457,0.0,2.87,1.284
of color,1.523,-1.601,1.854,1.467,-1.457,-1.24,0.0,1.284
you might,2.208,1.668,1.241,-1.977,-1.057,-3.596,3.959,1.283
and educator,1.306,1.82,1.017,1.283,2.4,0.0,0.0,1.283
and funny,1.275,1.398,-1.024,2.628,1.638,-1.038,3.428,1.283
best friends,0.995,-1.046,1.335,-1.78,2.099,1.852,8.785,1.283
at heart,5.887,1.231,1.551,-1.171,-1.409,-3.194,1.485,1.281
i can’t,3.394,1.015,1.272,1.481,2.462,1.991,0.0,1.281
was the,2.367,1.707,1.123,-1.412,1.324,1.038,0.0,1.281
co-owner of,2.211,1.559,1.089,1.01,-1.058,1.667,1.977,1.281
always horny,1.464,2.273,-2.52,1.145,3.568,1.259,2.986,1.281
and nature,1.934,1.168,1.331,1.444,1.08,-1.049,4.52,1.279
tech and,2.715,1.926,-1.168,1.234,1.539,1.131,0.0,1.278
music video,1.967,2.114,-1.481,1.136,3.187,-1.602,0.0,1.278
the memes,1.561,1.447,1.17,-1.397,2.008,1.181,2.8,1.278
former hs,0.281,1.27,1.477,0.0,0.0,2.185,0.0,1.278
like my,4.406,1.295,1.131,1.394,1.897,1.951,0.0,1.277
girl who,4.188,-5.034,2.24,-7.492,-4.008,1.467,2.087,1.277
u of,3.844,1.206,1.447,-1.376,-1.227,1.278,1.137,1.277
mama of,1.906,0.0,2.526,-3.41,-1.824,-3.104,0.0,1.277
the guy,1.594,3.206,0.0,-1.427,3.277,0.0,2.742,1.277
instead of,1.594,1.044,1.198,3.854,0.0,-1.298,2.742,1.277
on an,1.376,1.9,1.025,1.624,-1.317,0.0,0.0,1.276
attorney and,0.907,1.31,1.647,0.0,0.0,-1.477,0.0,1.276
the hot,0.751,-1.053,1.437,2.232,0.0,1.635,0.0,1.276
just like,4.663,1.529,1.015,-1.044,1.344,1.712,4.686,1.275
love myself,0.97,-1.633,1.798,1.152,1.077,1.266,0.0,1.275
and am,2.38,1.498,-1.024,1.408,3.511,1.032,0.0,1.274
laugh at,1.66,2.076,1.001,-1.486,0.0,-1.352,0.0,1.274
voice over,0.972,2.078,-1.464,1.149,2.149,-1.583,4.497,1.273
dean of,0.972,1.345,1.709,0.0,0.0,0.0,0.0,1.273
and proud,8.469,1.375,-1.02,2.308,1.85,1.378,1.548,1.272
any of,2.32,1.434,-1.035,1.444,-2.22,2.647,3.768,1.272
and ready,1.286,1.109,-1.033,4.343,1.624,-1.047,0.0,1.272
try to,8.79,1.96,-1.151,1.017,1.188,-1.101,1.989,1.271
photographer and,3.548,1.608,1.1,1.417,1.472,-1.925,1.232,1.271
that order,7.319,1.819,1.225,-2.184,-7.004,-3.971,1.792,1.27
of a,40.721,1.456,1.178,1.084,1.719,-1.069,1.073,1.269
if not,1.635,1.454,1.117,2.05,1.278,-2.663,2.673,1.269
electrical engineer,1.477,2.736,-2.966,0.0,1.414,2.079,0.0,1.269
and old,1.038,1.718,1.039,0.0,2.013,1.183,4.211,1.269
in philly,0.849,2.94,-1.705,0.0,0.0,0.0,0.0,1.269
not in,3.431,1.662,1.258,-1.228,-1.642,-2.794,0.0,1.268
be better,2.99,1.908,1.027,-5.349,2.445,-2.435,0.0,1.268
good person,1.447,1.807,1.032,-2.589,-1.385,1.698,0.0,1.268
i'm into,1.196,1.987,-1.108,-2.14,1.747,1.027,0.0,1.268
https //linktr,9.762,1.412,-1.05,2.002,2.354,1.321,1.791,1.267
wife to,5.604,-47.092,2.504,-5.017,0.0,-1.825,-1.282,1.267
a friend,2.487,-1.101,1.302,1.797,1.68,1.729,3.515,1.267
you ever,1.732,1.235,1.199,2.258,1.206,1.064,0.0,1.267
